case_study,session_id,uid_local,group_local,uid_global,group_global,score,rank
case_study_1,6,uid205,7,case_study_1_6_uid205,case_study_1_6_7,5,5
case_study_1,6,uid205,8,case_study_1_6_uid205,case_study_1_6_8,4,7
case_study_1,6,uid205,10,case_study_1_6_uid205,case_study_1_6_10,5,2
case_study_1,6,uid205,9,case_study_1_6_uid205,case_study_1_6_9,5,1
case_study_1,6,uid205,11,case_study_1_6_uid205,case_study_1_6_11,3,12
case_study_1,6,uid205,12,case_study_1_6_uid205,case_study_1_6_12,4,10
case_study_1,6,uid206,1,case_study_1_6_uid206,case_study_1_6_1,3,9
case_study_1,6,uid206,2,case_study_1_6_uid206,case_study_1_6_2,5,5
case_study_1,6,uid206,3,case_study_1_6_uid206,case_study_1_6_3,2,12
case_study_1,6,uid206,4,case_study_1_6_uid206,case_study_1_6_4,3,10
case_study_1,6,uid206,5,case_study_1_6_uid206,case_study_1_6_5,3,11
case_study_1,6,uid206,6,case_study_1_6_uid206,case_study_1_6_6,4,6
case_study_1,6,uid206,7,case_study_1_6_uid206,case_study_1_6_7,5,3
case_study_1,6,uid206,8,case_study_1_6_uid206,case_study_1_6_8,4,7
case_study_1,6,uid206,9,case_study_1_6_uid206,case_study_1_6_9,5,4
case_study_1,6,uid206,10,case_study_1_6_uid206,case_study_1_6_10,5,2
case_study_1,6,uid206,11,case_study_1_6_uid206,case_study_1_6_11,5,1
case_study_1,6,uid206,12,case_study_1_6_uid206,case_study_1_6_12,3,8
case_study_1,6,uid207,1,case_study_1_6_uid207,case_study_1_6_1,2,8
case_study_1,6,uid207,2,case_study_1_6_uid207,case_study_1_6_2,3,5
case_study_1,6,uid207,3,case_study_1_6_uid207,case_study_1_6_3,4,2
case_study_1,6,uid207,4,case_study_1_6_uid207,case_study_1_6_4,2,9
case_study_1,6,uid207,5,case_study_1_6_uid207,case_study_1_6_5,4,4
case_study_1,6,uid207,6,case_study_1_6_uid207,case_study_1_6_6,4,3
case_study_1,6,uid207,7,case_study_1_6_uid207,case_study_1_6_7,2,11
case_study_1,6,uid207,8,case_study_1_6_uid207,case_study_1_6_8,3,6
case_study_1,6,uid207,9,case_study_1_6_uid207,case_study_1_6_9,2,10
case_study_1,6,uid207,10,case_study_1_6_uid207,case_study_1_6_10,2,7
case_study_1,6,uid207,11,case_study_1_6_uid207,case_study_1_6_11,5,1
case_study_1,6,uid207,12,case_study_1_6_uid207,case_study_1_6_12,1,12
case_study_1,6,uid208,1,case_study_1_6_uid208,case_study_1_6_1,2,9
case_study_1,6,uid208,2,case_study_1_6_uid208,case_study_1_6_2,5,1
case_study_1,6,uid208,3,case_study_1_6_uid208,case_study_1_6_3,5,2
case_study_1,6,uid208,4,case_study_1_6_uid208,case_study_1_6_4,4,3
case_study_1,6,uid208,5,case_study_1_6_uid208,case_study_1_6_5,3,8
case_study_1,6,uid208,6,case_study_1_6_uid208,case_study_1_6_6,3,6
case_study_1,6,uid208,7,case_study_1_6_uid208,case_study_1_6_7,1,10
case_study_1,6,uid208,8,case_study_1_6_uid208,case_study_1_6_8,3,7
case_study_1,6,uid208,9,case_study_1_6_uid208,case_study_1_6_9,4,5
case_study_1,6,uid208,10,case_study_1_6_uid208,case_study_1_6_10,4,4
case_study_1,6,uid208,11,case_study_1_6_uid208,case_study_1_6_11,1,11
case_study_1,6,uid208,12,case_study_1_6_uid208,case_study_1_6_12,1,12
case_study_1,6,uid209,1,case_study_1_6_uid209,case_study_1_6_1,3,10
case_study_1,6,uid209,2,case_study_1_6_uid209,case_study_1_6_2,5,3
case_study_1,6,uid209,3,case_study_1_6_uid209,case_study_1_6_3,5,2
case_study_1,6,uid209,4,case_study_1_6_uid209,case_study_1_6_4,4,5
case_study_1,6,uid209,5,case_study_1_6_uid209,case_study_1_6_5,3,9
case_study_1,6,uid209,6,case_study_1_6_uid209,case_study_1_6_6,3,7
case_study_1,6,uid209,7,case_study_1_6_uid209,case_study_1_6_7,4,6
case_study_1,6,uid209,8,case_study_1_6_uid209,case_study_1_6_8,5,1
case_study_1,6,uid209,9,case_study_1_6_uid209,case_study_1_6_9,3,8
case_study_1,6,uid209,10,case_study_1_6_uid209,case_study_1_6_10,4,4
case_study_1,6,uid209,11,case_study_1_6_uid209,case_study_1_6_11,2,11
case_study_1,6,uid209,12,case_study_1_6_uid209,case_study_1_6_12,2,12
case_study_1,6,uid210,1,case_study_1_6_uid210,case_study_1_6_1,3,9
case_study_1,6,uid210,2,case_study_1_6_uid210,case_study_1_6_2,4,5
case_study_1,6,uid210,3,case_study_1_6_uid210,case_study_1_6_3,4,4
case_study_1,6,uid210,4,case_study_1_6_uid210,case_study_1_6_4,3,7
case_study_1,6,uid210,5,case_study_1_6_uid210,case_study_1_6_5,2,10
case_study_1,6,uid210,6,case_study_1_6_uid210,case_study_1_6_6,5,1
case_study_1,6,uid210,7,case_study_1_6_uid210,case_study_1_6_7,2,11
case_study_1,6,uid210,8,case_study_1_6_uid210,case_study_1_6_8,4,3
case_study_1,6,uid210,9,case_study_1_6_uid210,case_study_1_6_9,5,2
case_study_1,6,uid210,10,case_study_1_6_uid210,case_study_1_6_10,3,8
case_study_1,6,uid210,11,case_study_1_6_uid210,case_study_1_6_11,3,6
case_study_1,6,uid210,12,case_study_1_6_uid210,case_study_1_6_12,2,12
case_study_1,6,uid211,1,case_study_1_6_uid211,case_study_1_6_1,1,12
case_study_1,6,uid211,2,case_study_1_6_uid211,case_study_1_6_2,5,6
case_study_1,6,uid211,3,case_study_1_6_uid211,case_study_1_6_3,3,10
case_study_1,6,uid211,4,case_study_1_6_uid211,case_study_1_6_4,4,7
case_study_1,6,uid211,5,case_study_1_6_uid211,case_study_1_6_5,3,11
case_study_1,6,uid211,6,case_study_1_6_uid211,case_study_1_6_6,5,5
case_study_1,6,uid211,7,case_study_1_6_uid211,case_study_1_6_7,5,1
case_study_1,6,uid211,8,case_study_1_6_uid211,case_study_1_6_8,4,8
case_study_1,6,uid211,9,case_study_1_6_uid211,case_study_1_6_9,5,2
case_study_1,6,uid211,10,case_study_1_6_uid211,case_study_1_6_10,5,3
case_study_1,6,uid211,11,case_study_1_6_uid211,case_study_1_6_11,3,9
case_study_1,6,uid211,12,case_study_1_6_uid211,case_study_1_6_12,5,4
case_study_1,6,uid212,1,case_study_1_6_uid212,case_study_1_6_1,3,10
case_study_1,6,uid212,2,case_study_1_6_uid212,case_study_1_6_2,4,5
case_study_1,6,uid212,3,case_study_1_6_uid212,case_study_1_6_3,3,11
case_study_1,6,uid212,4,case_study_1_6_uid212,case_study_1_6_4,4,6
case_study_1,6,uid212,5,case_study_1_6_uid212,case_study_1_6_5,5,2
case_study_1,6,uid212,6,case_study_1_6_uid212,case_study_1_6_6,4,4
case_study_1,6,uid212,7,case_study_1_6_uid212,case_study_1_6_7,4,3
case_study_1,6,uid212,8,case_study_1_6_uid212,case_study_1_6_8,3,8
case_study_1,6,uid212,9,case_study_1_6_uid212,case_study_1_6_9,5,1
case_study_1,6,uid212,10,case_study_1_6_uid212,case_study_1_6_10,3,9
case_study_1,6,uid212,11,case_study_1_6_uid212,case_study_1_6_11,4,7
case_study_1,6,uid212,12,case_study_1_6_uid212,case_study_1_6_12,2,12
case_study_1,6,uid213,1,case_study_1_6_uid213,case_study_1_6_1,4,8
case_study_1,6,uid213,2,case_study_1_6_uid213,case_study_1_6_2,5,3
case_study_1,6,uid213,3,case_study_1_6_uid213,case_study_1_6_3,4,5
case_study_1,6,uid213,4,case_study_1_6_uid213,case_study_1_6_4,5,2
case_study_1,6,uid213,5,case_study_1_6_uid213,case_study_1_6_5,5,1
case_study_1,6,uid213,6,case_study_1_6_uid213,case_study_1_6_6,4,4
case_study_1,6,uid213,7,case_study_1_6_uid213,case_study_1_6_7,3,10
case_study_1,6,uid213,8,case_study_1_6_uid213,case_study_1_6_8,4,7
case_study_1,6,uid213,9,case_study_1_6_uid213,case_study_1_6_9,3,11
case_study_1,6,uid213,11,case_study_1_6_uid213,case_study_1_6_11,3,9
case_study_1,6,uid213,10,case_study_1_6_uid213,case_study_1_6_10,4,6
case_study_1,6,uid213,12,case_study_1_6_uid213,case_study_1_6_12,2,12
case_study_1,6,uid214,1,case_study_1_6_uid214,case_study_1_6_1,2,11
case_study_1,6,uid214,2,case_study_1_6_uid214,case_study_1_6_2,4,3
case_study_1,6,uid214,3,case_study_1_6_uid214,case_study_1_6_3,4,2
case_study_1,6,uid214,4,case_study_1_6_uid214,case_study_1_6_4,3,8
case_study_1,6,uid214,5,case_study_1_6_uid214,case_study_1_6_5,2,10
case_study_1,6,uid214,6,case_study_1_6_uid214,case_study_1_6_6,4,5
case_study_1,6,uid214,7,case_study_1_6_uid214,case_study_1_6_7,2,9
case_study_1,6,uid214,8,case_study_1_6_uid214,case_study_1_6_8,4,6
case_study_1,6,uid214,9,case_study_1_6_uid214,case_study_1_6_9,4,7
case_study_1,6,uid214,10,case_study_1_6_uid214,case_study_1_6_10,4,4
case_study_1,6,uid214,11,case_study_1_6_uid214,case_study_1_6_11,5,1
case_study_1,6,uid214,12,case_study_1_6_uid214,case_study_1_6_12,1,12
case_study_1,6,uid215,1,case_study_1_6_uid215,case_study_1_6_1,5,2
case_study_1,6,uid215,2,case_study_1_6_uid215,case_study_1_6_2,1,12
case_study_1,6,uid215,3,case_study_1_6_uid215,case_study_1_6_3,4,9
case_study_1,6,uid215,4,case_study_1_6_uid215,case_study_1_6_4,2,11
case_study_1,6,uid215,5,case_study_1_6_uid215,case_study_1_6_5,4,7
case_study_1,6,uid215,6,case_study_1_6_uid215,case_study_1_6_6,2,10
case_study_1,6,uid215,7,case_study_1_6_uid215,case_study_1_6_7,4,8
case_study_1,6,uid215,8,case_study_1_6_uid215,case_study_1_6_8,4,6
case_study_1,6,uid215,9,case_study_1_6_uid215,case_study_1_6_9,5,1
case_study_1,6,uid215,10,case_study_1_6_uid215,case_study_1_6_10,4,3
case_study_1,6,uid215,11,case_study_1_6_uid215,case_study_1_6_11,4,4
case_study_1,6,uid215,12,case_study_1_6_uid215,case_study_1_6_12,4,5
case_study_1,6,uid216,1,case_study_1_6_uid216,case_study_1_6_1,3,5
case_study_1,6,uid216,2,case_study_1_6_uid216,case_study_1_6_2,4,3
case_study_1,6,uid216,3,case_study_1_6_uid216,case_study_1_6_3,4,4
case_study_1,6,uid216,4,case_study_1_6_uid216,case_study_1_6_4,5,1
case_study_1,6,uid216,5,case_study_1_6_uid216,case_study_1_6_5,1,9
case_study_1,6,uid216,6,case_study_1_6_uid216,case_study_1_6_6,3,6
case_study_1,6,uid216,7,case_study_1_6_uid216,case_study_1_6_7,2,7
case_study_1,6,uid216,8,case_study_1_6_uid216,case_study_1_6_8,1,8
case_study_1,6,uid216,9,case_study_1_6_uid216,case_study_1_6_9,1,10
case_study_1,6,uid216,10,case_study_1_6_uid216,case_study_1_6_10,5,2
case_study_1,6,uid216,11,case_study_1_6_uid216,case_study_1_6_11,1,11
case_study_1,6,uid216,12,case_study_1_6_uid216,case_study_1_6_12,1,12
case_study_1,6,uid217,1,case_study_1_6_uid217,case_study_1_6_1,5,6
case_study_1,6,uid217,2,case_study_1_6_uid217,case_study_1_6_2,5,3
case_study_1,6,uid217,3,case_study_1_6_uid217,case_study_1_6_3,4,8
case_study_1,6,uid217,4,case_study_1_6_uid217,case_study_1_6_4,4,10
case_study_1,6,uid217,5,case_study_1_6_uid217,case_study_1_6_5,4,11
case_study_1,6,uid217,6,case_study_1_6_uid217,case_study_1_6_6,5,4
case_study_1,6,uid217,7,case_study_1_6_uid217,case_study_1_6_7,5,2
case_study_1,6,uid217,8,case_study_1_6_uid217,case_study_1_6_8,5,5
case_study_1,6,uid217,9,case_study_1_6_uid217,case_study_1_6_9,4,9
case_study_1,6,uid217,11,case_study_1_6_uid217,case_study_1_6_11,4,7
case_study_1,6,uid217,10,case_study_1_6_uid217,case_study_1_6_10,5,1
case_study_1,6,uid217,12,case_study_1_6_uid217,case_study_1_6_12,3,12
case_study_1,6,uid218,1,case_study_1_6_uid218,case_study_1_6_1,3,10
case_study_1,6,uid218,2,case_study_1_6_uid218,case_study_1_6_2,4,2
case_study_1,6,uid218,3,case_study_1_6_uid218,case_study_1_6_3,3,9
case_study_1,6,uid218,4,case_study_1_6_uid218,case_study_1_6_4,3,8
case_study_1,6,uid218,5,case_study_1_6_uid218,case_study_1_6_5,5,1
case_study_1,6,uid218,6,case_study_1_6_uid218,case_study_1_6_6,3,7
case_study_1,6,uid218,7,case_study_1_6_uid218,case_study_1_6_7,4,3
case_study_1,6,uid218,8,case_study_1_6_uid218,case_study_1_6_8,3,5
case_study_1,6,uid218,9,case_study_1_6_uid218,case_study_1_6_9,3,11
case_study_1,6,uid218,10,case_study_1_6_uid218,case_study_1_6_10,4,4
case_study_1,6,uid218,11,case_study_1_6_uid218,case_study_1_6_11,3,6
case_study_1,6,uid218,12,case_study_1_6_uid218,case_study_1_6_12,3,12
case_study_1,6,uid219,1,case_study_1_6_uid219,case_study_1_6_1,3,10
case_study_1,6,uid219,2,case_study_1_6_uid219,case_study_1_6_2,4,4
case_study_1,6,uid219,3,case_study_1_6_uid219,case_study_1_6_3,4,3
case_study_1,6,uid219,4,case_study_1_6_uid219,case_study_1_6_4,5,1
case_study_1,6,uid219,5,case_study_1_6_uid219,case_study_1_6_5,3,11
case_study_1,6,uid219,6,case_study_1_6_uid219,case_study_1_6_6,4,2
case_study_1,6,uid219,7,case_study_1_6_uid219,case_study_1_6_7,3,9
case_study_1,6,uid219,8,case_study_1_6_uid219,case_study_1_6_8,3,8
case_study_1,6,uid219,9,case_study_1_6_uid219,case_study_1_6_9,3,7
case_study_1,6,uid219,10,case_study_1_6_uid219,case_study_1_6_10,4,5
case_study_1,6,uid219,11,case_study_1_6_uid219,case_study_1_6_11,3,12
case_study_1,6,uid219,12,case_study_1_6_uid219,case_study_1_6_12,3,6
case_study_1,6,uid180,1,case_study_1_6_uid180,case_study_1_6_1,4,10
case_study_1,6,uid180,2,case_study_1_6_uid180,case_study_1_6_2,4,6
case_study_1,6,uid180,3,case_study_1_6_uid180,case_study_1_6_3,4,8
case_study_1,6,uid180,4,case_study_1_6_uid180,case_study_1_6_4,4,11
case_study_1,6,uid180,5,case_study_1_6_uid180,case_study_1_6_5,4,5
case_study_1,6,uid180,6,case_study_1_6_uid180,case_study_1_6_6,4,12
case_study_1,6,uid180,7,case_study_1_6_uid180,case_study_1_6_7,5,1
case_study_1,6,uid180,8,case_study_1_6_uid180,case_study_1_6_8,4,4
case_study_1,6,uid180,9,case_study_1_6_uid180,case_study_1_6_9,4,9
case_study_1,6,uid180,10,case_study_1_6_uid180,case_study_1_6_10,4,7
case_study_1,6,uid180,11,case_study_1_6_uid180,case_study_1_6_11,4,3
case_study_1,6,uid180,12,case_study_1_6_uid180,case_study_1_6_12,4,2
case_study_1,6,uid181,1,case_study_1_6_uid181,case_study_1_6_1,4,5
case_study_1,6,uid181,2,case_study_1_6_uid181,case_study_1_6_2,4,4
case_study_1,6,uid181,3,case_study_1_6_uid181,case_study_1_6_3,5,3
case_study_1,6,uid181,4,case_study_1_6_uid181,case_study_1_6_4,5,2
case_study_1,6,uid181,5,case_study_1_6_uid181,case_study_1_6_5,3,11
case_study_1,6,uid181,6,case_study_1_6_uid181,case_study_1_6_6,3,8
case_study_1,6,uid181,7,case_study_1_6_uid181,case_study_1_6_7,3,9
case_study_1,6,uid181,8,case_study_1_6_uid181,case_study_1_6_8,4,6
case_study_1,6,uid181,9,case_study_1_6_uid181,case_study_1_6_9,5,1
case_study_1,6,uid181,10,case_study_1_6_uid181,case_study_1_6_10,3,10
case_study_1,6,uid181,12,case_study_1_6_uid181,case_study_1_6_12,2,12
case_study_1,6,uid181,11,case_study_1_6_uid181,case_study_1_6_11,4,7
case_study_1,6,uid182,1,case_study_1_6_uid182,case_study_1_6_1,5,1
case_study_1,6,uid182,2,case_study_1_6_uid182,case_study_1_6_2,3,10
case_study_1,6,uid182,3,case_study_1_6_uid182,case_study_1_6_3,4,8
case_study_1,6,uid182,4,case_study_1_6_uid182,case_study_1_6_4,4,9
case_study_1,6,uid182,5,case_study_1_6_uid182,case_study_1_6_5,5,3
case_study_1,6,uid182,6,case_study_1_6_uid182,case_study_1_6_6,3,11
case_study_1,6,uid182,7,case_study_1_6_uid182,case_study_1_6_7,4,4
case_study_1,6,uid182,8,case_study_1_6_uid182,case_study_1_6_8,4,7
case_study_1,6,uid182,9,case_study_1_6_uid182,case_study_1_6_9,5,2
case_study_1,6,uid182,10,case_study_1_6_uid182,case_study_1_6_10,4,5
case_study_1,6,uid182,11,case_study_1_6_uid182,case_study_1_6_11,4,6
case_study_1,6,uid182,12,case_study_1_6_uid182,case_study_1_6_12,1,12
case_study_1,6,uid184,1,case_study_1_6_uid184,case_study_1_6_1,3,7
case_study_1,6,uid184,2,case_study_1_6_uid184,case_study_1_6_2,4,4
case_study_1,6,uid184,3,case_study_1_6_uid184,case_study_1_6_3,2,10
case_study_1,6,uid184,4,case_study_1_6_uid184,case_study_1_6_4,5,2
case_study_1,6,uid184,5,case_study_1_6_uid184,case_study_1_6_5,1,12
case_study_1,6,uid184,6,case_study_1_6_uid184,case_study_1_6_6,4,3
case_study_1,6,uid184,7,case_study_1_6_uid184,case_study_1_6_7,3,5
case_study_1,6,uid184,8,case_study_1_6_uid184,case_study_1_6_8,2,9
case_study_1,6,uid184,9,case_study_1_6_uid184,case_study_1_6_9,3,6
case_study_1,6,uid184,10,case_study_1_6_uid184,case_study_1_6_10,1,11
case_study_1,6,uid184,11,case_study_1_6_uid184,case_study_1_6_11,5,1
case_study_1,6,uid184,12,case_study_1_6_uid184,case_study_1_6_12,2,8
case_study_1,6,uid186,1,case_study_1_6_uid186,case_study_1_6_1,3,12
case_study_1,6,uid186,2,case_study_1_6_uid186,case_study_1_6_2,5,3
case_study_1,6,uid186,3,case_study_1_6_uid186,case_study_1_6_3,5,2
case_study_1,6,uid186,4,case_study_1_6_uid186,case_study_1_6_4,4,5
case_study_1,6,uid186,5,case_study_1_6_uid186,case_study_1_6_5,3,10
case_study_1,6,uid186,6,case_study_1_6_uid186,case_study_1_6_6,4,7
case_study_1,6,uid186,7,case_study_1_6_uid186,case_study_1_6_7,5,1
case_study_1,6,uid186,8,case_study_1_6_uid186,case_study_1_6_8,4,8
case_study_1,6,uid186,9,case_study_1_6_uid186,case_study_1_6_9,4,6
case_study_1,6,uid186,10,case_study_1_6_uid186,case_study_1_6_10,4,4
case_study_1,6,uid186,11,case_study_1_6_uid186,case_study_1_6_11,3,11
case_study_1,6,uid186,12,case_study_1_6_uid186,case_study_1_6_12,4,9
case_study_1,6,uid187,1,case_study_1_6_uid187,case_study_1_6_1,2,11
case_study_1,6,uid187,2,case_study_1_6_uid187,case_study_1_6_2,4,8
case_study_1,6,uid187,3,case_study_1_6_uid187,case_study_1_6_3,5,3
case_study_1,6,uid187,4,case_study_1_6_uid187,case_study_1_6_4,4,9
case_study_1,6,uid187,5,case_study_1_6_uid187,case_study_1_6_5,2,12
case_study_1,6,uid187,6,case_study_1_6_uid187,case_study_1_6_6,5,2
case_study_1,6,uid187,7,case_study_1_6_uid187,case_study_1_6_7,4,10
case_study_1,6,uid187,8,case_study_1_6_uid187,case_study_1_6_8,4,7
case_study_1,6,uid187,9,case_study_1_6_uid187,case_study_1_6_9,4,5
case_study_1,6,uid187,10,case_study_1_6_uid187,case_study_1_6_10,4,6
case_study_1,6,uid187,11,case_study_1_6_uid187,case_study_1_6_11,5,1
case_study_1,6,uid187,12,case_study_1_6_uid187,case_study_1_6_12,4,4
case_study_1,6,uid188,1,case_study_1_6_uid188,case_study_1_6_1,3,12
case_study_1,6,uid188,2,case_study_1_6_uid188,case_study_1_6_2,4,4
case_study_1,6,uid188,3,case_study_1_6_uid188,case_study_1_6_3,3,9
case_study_1,6,uid188,4,case_study_1_6_uid188,case_study_1_6_4,4,7
case_study_1,6,uid188,5,case_study_1_6_uid188,case_study_1_6_5,3,11
case_study_1,6,uid188,6,case_study_1_6_uid188,case_study_1_6_6,5,2
case_study_1,6,uid188,7,case_study_1_6_uid188,case_study_1_6_7,3,10
case_study_1,6,uid188,8,case_study_1_6_uid188,case_study_1_6_8,4,6
case_study_1,6,uid188,9,case_study_1_6_uid188,case_study_1_6_9,3,8
case_study_1,6,uid188,10,case_study_1_6_uid188,case_study_1_6_10,4,5
case_study_1,6,uid188,11,case_study_1_6_uid188,case_study_1_6_11,4,3
case_study_1,6,uid188,12,case_study_1_6_uid188,case_study_1_6_12,5,1
case_study_1,6,uid189,1,case_study_1_6_uid189,case_study_1_6_1,2,10
case_study_1,6,uid189,2,case_study_1_6_uid189,case_study_1_6_2,3,8
case_study_1,6,uid189,3,case_study_1_6_uid189,case_study_1_6_3,2,9
case_study_1,6,uid189,4,case_study_1_6_uid189,case_study_1_6_4,4,6
case_study_1,6,uid189,5,case_study_1_6_uid189,case_study_1_6_5,5,1
case_study_1,6,uid189,6,case_study_1_6_uid189,case_study_1_6_6,5,3
case_study_1,6,uid189,7,case_study_1_6_uid189,case_study_1_6_7,2,11
case_study_1,6,uid189,8,case_study_1_6_uid189,case_study_1_6_8,4,5
case_study_1,6,uid189,9,case_study_1_6_uid189,case_study_1_6_9,1,12
case_study_1,6,uid189,10,case_study_1_6_uid189,case_study_1_6_10,4,7
case_study_1,6,uid189,11,case_study_1_6_uid189,case_study_1_6_11,5,2
case_study_1,6,uid189,12,case_study_1_6_uid189,case_study_1_6_12,4,4
case_study_1,6,uid190,1,case_study_1_6_uid190,case_study_1_6_1,4,9
case_study_1,6,uid190,2,case_study_1_6_uid190,case_study_1_6_2,4,6
case_study_1,6,uid190,3,case_study_1_6_uid190,case_study_1_6_3,4,8
case_study_1,6,uid190,4,case_study_1_6_uid190,case_study_1_6_4,4,7
case_study_1,6,uid190,5,case_study_1_6_uid190,case_study_1_6_5,5,2
case_study_1,6,uid190,6,case_study_1_6_uid190,case_study_1_6_6,4,5
case_study_1,6,uid190,7,case_study_1_6_uid190,case_study_1_6_7,3,11
case_study_1,6,uid190,8,case_study_1_6_uid190,case_study_1_6_8,3,10
case_study_1,6,uid190,9,case_study_1_6_uid190,case_study_1_6_9,4,4
case_study_1,6,uid190,10,case_study_1_6_uid190,case_study_1_6_10,3,12
case_study_1,6,uid190,11,case_study_1_6_uid190,case_study_1_6_11,4,3
case_study_1,6,uid190,12,case_study_1_6_uid190,case_study_1_6_12,5,1
case_study_1,6,uid192,1,case_study_1_6_uid192,case_study_1_6_1,2,11
case_study_1,6,uid192,2,case_study_1_6_uid192,case_study_1_6_2,4,4
case_study_1,6,uid192,3,case_study_1_6_uid192,case_study_1_6_3,3,7
case_study_1,6,uid192,4,case_study_1_6_uid192,case_study_1_6_4,3,6
case_study_1,6,uid192,5,case_study_1_6_uid192,case_study_1_6_5,2,8
case_study_1,6,uid192,6,case_study_1_6_uid192,case_study_1_6_6,4,2
case_study_1,6,uid192,7,case_study_1_6_uid192,case_study_1_6_7,2,9
case_study_1,6,uid192,8,case_study_1_6_uid192,case_study_1_6_8,1,12
case_study_1,6,uid192,9,case_study_1_6_uid192,case_study_1_6_9,4,3
case_study_1,6,uid192,10,case_study_1_6_uid192,case_study_1_6_10,3,5
case_study_1,6,uid192,11,case_study_1_6_uid192,case_study_1_6_11,5,1
case_study_1,6,uid192,12,case_study_1_6_uid192,case_study_1_6_12,2,10
case_study_1,6,uid195,1,case_study_1_6_uid195,case_study_1_6_1,3,8
case_study_1,6,uid195,2,case_study_1_6_uid195,case_study_1_6_2,4,4
case_study_1,6,uid195,3,case_study_1_6_uid195,case_study_1_6_3,3,7
case_study_1,6,uid195,4,case_study_1_6_uid195,case_study_1_6_4,3,9
case_study_1,6,uid195,5,case_study_1_6_uid195,case_study_1_6_5,2,10
case_study_1,6,uid195,6,case_study_1_6_uid195,case_study_1_6_6,4,5
case_study_1,6,uid195,7,case_study_1_6_uid195,case_study_1_6_7,4,3
case_study_1,6,uid195,8,case_study_1_6_uid195,case_study_1_6_8,4,2
case_study_1,6,uid195,9,case_study_1_6_uid195,case_study_1_6_9,3,6
case_study_1,6,uid195,10,case_study_1_6_uid195,case_study_1_6_10,5,1
case_study_1,6,uid195,11,case_study_1_6_uid195,case_study_1_6_11,2,12
case_study_1,6,uid195,12,case_study_1_6_uid195,case_study_1_6_12,2,11
case_study_1,7,uid6,8,case_study_1_7_uid6,case_study_1_7_8,3,6
case_study_1,7,uid6,5,case_study_1_7_uid6,case_study_1_7_5,4,4
case_study_1,7,uid6,6,case_study_1_7_uid6,case_study_1_7_6,5,1
case_study_1,7,uid6,1,case_study_1_7_uid6,case_study_1_7_1,3,7
case_study_1,7,uid6,2,case_study_1_7_uid6,case_study_1_7_2,4,5
case_study_1,7,uid6,4,case_study_1_7_uid6,case_study_1_7_4,2,8
case_study_1,7,uid6,3,case_study_1_7_uid6,case_study_1_7_3,4,2
case_study_1,7,uid6,7,case_study_1_7_uid6,case_study_1_7_7,4,3
case_study_1,7,uid18,8,case_study_1_7_uid18,case_study_1_7_8,4,6
case_study_1,7,uid18,5,case_study_1_7_uid18,case_study_1_7_5,5,3
case_study_1,7,uid18,6,case_study_1_7_uid18,case_study_1_7_6,3,7
case_study_1,7,uid18,1,case_study_1_7_uid18,case_study_1_7_1,3,8
